followers,following,public_repos,public_gists,account_created_at,account_age_days,bio_length,hireable,site_admin,type,popularity_score,follower_following_ratio,influence_score,total_projects,project_density,repo_gist_ratio,experience_score,repos_per_year,has_bio,has_company,has_location,profile_completeness,engagement_index,productivity_proxy,influence_density
12,6,56,11,2010-09-15 12:32:15+00:00,5624,0,0,0,User,2.564949357,1.714285714,10.2,67,0.011911111,4.666666667,8.634976227,3.412923693,0,1,1,2,88,483.5586687,0.210526316
19,4,14,0,2012-12-14 09:09:10+00:00,4803,0,0,0,User,2.995732274,3.8,14.5,14,0.002914238,14,8.477204183,0.98877709,0,1,1,2,53,118.6808586,1.266666667
7,19,16,2,2014-10-28 13:43:59+00:00,4120,0,0,0,User,2.079441542,0.35,10.6,18,0.004367872,5.333333333,8.323851131,1.302118172,0,0,1,1,33,133.1816181,0.411764706
92,35,160,6,2009-11-17 13:22:13+00:00,5926,9,1,0,User,4.532599493,2.555555556,74.9,166,0.028007424,22.85714286,8.687273462,9.283102845,1,1,1,4,292,1389.963754,0.571428571
17,20,35,1,2015-03-10 15:38:22+00:00,3987,159,0,0,User,2.890371758,0.80952381,17.9,36,0.009027081,17.5,8.291045131,2.935431985,1,0,1,2,72,290.1865796,0.472222222
61,4,35,5,2011-10-10 15:48:04+00:00,5234,0,1,0,User,4.127134385,12.2,43.9,40,0.007640879,5.833333333,8.563122123,2.281657439,0,1,1,3,126,299.7092743,1.694444444
213,156,130,12,2011-12-05 18:16:25+00:00,5177,160,0,0,User,5.365976015,1.356687898,195.9,142,0.027423716,10,8.55217416,8.561891014,1,1,1,3,373,1111.782641,1.625954198
48,0,100,2,2012-07-02 19:02:12+00:00,4967,0,0,0,User,3.891820298,48,33.6,102,0.020531401,33.33333333,8.510772624,6.845461365,0,0,1,1,158,851.0772624,0.475247525
45,0,139,3,2012-12-22 21:40:40+00:00,4794,0,0,0,User,3.828641396,45,31.5,142,0.029614181,34.75,8.475328987,9.834270207,0,0,0,0,184,1178.070729,0.321428571
111,139,68,36,2012-04-30 15:41:25+00:00,5031,33,0,0,User,4.718498871,0.792857143,119.4,104,0.020667727,1.837837838,8.523572798,4.599703484,1,0,0,1,189,579.6029503,1.608695652
12,3,7,0,2018-01-10 17:06:47+00:00,2949,31,0,0,User,2.564949357,3,9.3,7,0.002372881,7,7.989560449,0.770971635,1,1,0,2,39,55.92692315,1.5
23,18,32,0,2013-07-21 17:15:15+00:00,4583,102,0,0,User,3.17805383,1.210526316,21.5,32,0.006980803,32,8.430327258,2.360549717,1,1,1,3,85,269.7704723,0.696969697
60,0,49,12,2010-12-22 06:54:53+00:00,5526,62,0,0,User,4.110873864,60,42,61,0.011036729,3.769230769,8.617400452,3.035987099,1,1,1,3,139,422.2526221,1.2
39,3,9,0,2013-02-19 06:34:57+00:00,4736,0,0,0,User,3.688879454,9.75,28.2,9,0.001899937,9,8.463159303,0.643991374,0,0,0,0,48,76.16843373,3.9
23,0,0,0,2018-04-09 03:32:25+00:00,2861,0,0,0,User,3.17805383,23,16.1,0,0,0,7.95927596,0,0,0,0,0,23,0,23
5,0,20,1,2019-02-07 15:21:48+00:00,2557,0,0,0,User,1.791759469,5,3.5,21,0.008209539,10,7.846980982,2.498288843,0,1,0,1,35,156.9396196,0.238095238
1,0,1,0,2020-01-27 19:14:56+00:00,2202,46,0,0,User,0.693147181,1,0.7,1,0.000453926,1,7.697575347,0.142189326,1,1,0,2,22,7.697575347,0.5
6,0,46,0,2016-04-16 04:54:42+00:00,3584,0,0,0,User,1.945910149,6,4.2,46,0.012831241,46,8.184513753,4.251709293,0,0,1,1,62,376.4876326,0.127659574
153,4,129,91,2012-02-03 01:23:50+00:00,5118,0,0,0,User,5.036952602,30.6,108.3,220,0.042977144,1.402173913,8.540714386,8.587452125,0,0,0,0,282,1101.752156,1.176923077
1867,16,40,2,2009-04-01 20:56:08+00:00,6155,49,0,0,User,7.532623619,109.8235294,1311.7,42,0.006822612,13.33333333,8.725182495,2.239263804,1,1,1,3,1937,349.0072998,45.53658537
10,0,55,0,2024-01-08 19:40:30+00:00,760,0,0,0,User,2.397895273,10,7,55,0.072273325,55,6.634633358,17.84444444,0,1,0,1,75,364.9048347,0.178571429
191,365,372,3,2013-03-22 18:04:26+00:00,4704,159,0,0,User,5.257495372,0.521857923,243.2,375,0.079702444,93,8.456381052,26.78634839,1,1,1,3,593,3145.773751,0.512064343
20,5,41,6,2015-09-28 16:59:52+00:00,3784,100,0,0,User,3.044522438,3.333333333,15.5,47,0.012417437,5.857142857,8.238801166,3.606893227,1,1,1,3,91,337.7908478,0.476190476
628,2,273,66,2010-01-07 20:51:24+00:00,5874,93,0,0,User,6.444131257,209.3333333,440.2,339,0.057702128,4.074626866,8.678461339,15.9713095,1,1,1,3,931,2369.219946,2.291970803
110,6,93,62,2010-03-04 15:44:47+00:00,5819,0,0,0,User,4.709530201,15.71428571,78.8,155,0.026632302,1.476190476,8.669055541,5.489165589,0,1,1,2,223,806.2221653,1.170212766
22,40,124,0,2018-03-18 14:19:09+00:00,2883,42,1,0,User,3.135494216,0.536585366,27.4,124,0.042995839,124,7.966933498,13.93472906,1,1,1,4,186,987.8997538,0.176
67,1,124,4,2012-03-14 21:27:38+00:00,5077,140,0,0,User,4.219507705,33.5,47.2,128,0.025206774,24.8,8.532672762,8.316795296,1,1,1,3,221,1058.051423,0.536
3,4,14,0,2015-01-16 17:16:04+00:00,4039,0,0,0,User,1.386294361,0.6,3.3,14,0.003465347,14,8.303999971,1.16030881,0,1,1,2,37,116.2559996,0.2
93,229,67,26,2012-11-13 11:06:06+00:00,4834,19,1,0,User,4.543294782,0.404347826,133.8,93,0.019234747,2.481481481,8.483636408,4.70378919,1,0,1,3,190,568.4036393,1.367647059
393,142,126,12,2012-10-11 01:22:46+00:00,4867,84,0,0,User,5.976350909,2.748251748,317.7,138,0.028348398,9.692307692,8.490438454,8.790137615,1,1,1,3,549,1069.795245,3.094488189
33,25,35,22,2014-11-17 22:10:47+00:00,4099,40,0,0,User,3.526360525,1.269230769,30.6,57,0.013902439,1.52173913,8.318742253,2.861783154,1,1,1,3,98,291.1559788,0.916666667
1371,7,32,2,2010-06-21 21:01:41+00:00,5709,0,0,0,User,7.224024808,171.375,961.8,34,0.005954466,10.66666667,8.649974303,1.92295028,0,1,1,2,1423,276.7991777,41.54545455
419,1,15,18,2011-08-07 23:52:38+00:00,5297,0,0,0,User,6.040254711,209.5,293.6,33,0.006228766,0.789473684,8.57508467,0.966972801,0,0,0,0,434,128.62627,26.1875
265,0,12,0,2011-07-26 23:19:48+00:00,5309,0,0,0,User,5.583496309,265,185.5,12,0.002259887,12,8.577347114,0.771942192,0,1,0,1,287,102.9281654,20.38461538
2,9,6,0,2015-07-29 12:25:36+00:00,3846,0,0,0,User,1.098612289,0.2,4.1,6,0.001559657,6,8.255048903,0.520066493,0,1,1,2,28,49.53029342,0.285714286
19,2,44,0,2015-10-12 07:50:44+00:00,3771,0,0,0,User,2.995732274,6.333333333,13.9,44,0.011664899,44,8.235360644,3.882978723,0,1,0,1,73,362.3558683,0.422222222
88,0,4,0,2013-05-26 03:00:58+00:00,4640,0,0,0,User,4.48863637,88,61.6,4,0.000861883,4,8.442685139,0.291708292,0,0,0,0,92,33.77074056,17.6
815,2,28,27,2008-04-04 02:15:30+00:00,6518,0,0,0,User,6.704414355,271.6666667,571.1,55,0.008436877,1,8.782476269,1.484817667,0,1,1,2,863,245.9093355,28.10344828
924,51,135,12,2014-03-19 10:23:58+00:00,4343,16,0,0,User,6.829793738,17.76923077,662.1,147,0.033839779,10.38461538,8.376550862,10.4662277,1,1,1,3,1089,1130.834366,6.794117647
23,4,10,0,2017-03-31 08:12:04+00:00,3235,63,0,0,User,3.17805383,4.6,17.3,10,0.003090235,10,8.082093278,1.013888889,1,0,0,1,43,80.82093278,2.090909091
5,2,11,0,2017-05-02 08:21:57+00:00,3203,17,0,0,User,1.791759469,1.666666667,4.1,11,0.003433208,11,8.072155308,1.125280269,1,1,1,3,46,88.79370839,0.416666667
2,0,1,0,2017-04-18 12:41:30+00:00,3217,0,0,0,User,1.098612289,2,1.4,1,0.000310752,1,8.076515328,0.101898381,0,0,0,0,3,8.076515328,1
8,11,41,1,2013-07-08 19:11:22+00:00,4596,137,0,0,User,2.197224577,0.666666667,8.9,42,0.009136393,20.5,8.433159196,3.016528926,1,0,0,1,59,345.759527,0.19047619
19,0,33,0,2017-01-18 05:42:57+00:00,3307,0,0,0,User,2.995732274,19,13.3,33,0.009975816,33,8.104099056,3.280228758,0,1,1,2,72,267.4352689,0.558823529
51,30,30,6,2014-04-16 11:30:48+00:00,4315,48,0,0,User,3.951243719,1.64516129,44.7,36,0.008341057,4.285714286,8.370084326,2.33974359,1,1,0,2,101,251.1025298,1.64516129
14,4,71,0,2019-01-24 05:18:20+00:00,2571,82,0,0,User,2.708050201,2.8,11,71,0.027604977,71,7.852439085,8.826634877,1,0,0,1,95,557.5231751,0.194444444
0,0,1,0,2016-06-06 06:05:07+00:00,3533,19,0,0,User,0,0,0,1,0.000282965,1,8.170185653,0.093637763,1,0,0,1,11,8.170185653,0
0,0,0,0,2020-05-27 02:32:52+00:00,2082,0,0,0,User,0,0,0,0,0,0,7.641564441,0,0,0,0,0,0,0,0
1,5,7,0,2021-05-07 07:30:18+00:00,1737,0,0,0,User,0.693147181,0.166666667,2.2,7,0.004027618,7,7.460490306,1.215509039,0,1,1,2,28,52.22343214,0.125
2,0,15,3,2020-08-20 04:39:11+00:00,1997,0,0,0,User,1.098612289,2,1.4,18,0.009009009,3.75,7.599901959,2.317950889,0,0,0,0,17,113.9985294,0.125
366,1,8,0,2013-04-17 07:59:50+00:00,4679,0,1,0,User,5.905361848,183,256.5,8,0.001709402,8,8.451053389,0.57890563,0,1,1,3,404,67.60842711,40.66666667
3,0,14,0,2013-12-23 16:02:24+00:00,4428,0,0,0,User,1.386294361,3,2.1,14,0.003160984,14,8.395929104,1.066138118,0,0,0,0,17,117.5430075,0.2
5,1,24,14,2012-03-07 09:27:18+00:00,5085,0,0,0,User,1.791759469,2.5,3.8,38,0.00747149,1.6,8.534246946,1.60733945,0,1,1,2,49,204.8219267,0.2
4,0,23,0,2012-09-06 06:02:26+00:00,4902,0,0,0,User,1.609437912,4,2.8,23,0.004691006,23,8.497602542,1.593886463,0,0,0,0,27,195.4448585,0.166666667
7,1,30,5,2011-10-11 21:49:33+00:00,5232,0,0,0,User,2.079441542,3.5,5.2,35,0.006688324,5,8.562740006,1.956405217,0,0,1,1,47,256.8822002,0.225806452
1,0,8,0,2015-05-22 23:58:52+00:00,3913,0,0,0,User,0.693147181,1,0.7,8,0.002043945,8,8.272315148,0.682561945,0,0,1,1,19,66.17852118,0.111111111
42,2,93,35,2010-11-25 14:11:07+00:00,5553,0,0,0,User,3.761200116,14,30,128,0.023046453,2.583333333,8.622273668,5.735890504,0,1,1,2,155,801.8714511,0.446808511
8,3,18,0,2012-12-06 19:45:30+00:00,4810,0,0,0,User,2.197224577,2,6.5,18,0.003741426,18,8.478660242,1.269565217,0,0,1,1,36,152.6158844,0.421052632
28,27,29,2,2013-03-11 11:36:32+00:00,4716,51,1,0,User,3.36729583,1,27.7,31,0.006571974,9.666666667,8.458928283,2.083251328,1,1,0,3,87,245.3089202,0.933333333
0,0,5,0,2014-12-18 14:43:39+00:00,4069,0,0,0,User,0,0,0,5,0.001228501,5,8.311398278,0.411592242,0,0,0,0,5,41.55699139,0
8,0,119,49,2012-03-01 10:28:57+00:00,5091,0,0,0,User,2.197224577,8,5.6,168,0.03299293,2.38,8.53542596,7.960960411,0,0,0,0,127,1015.715689,0.066666667
2,1,28,0,2013-04-18 21:09:57+00:00,4677,0,0,0,User,1.098612289,1,1.7,28,0.005985464,28,8.450625947,2.026973423,0,0,0,0,30,236.6175265,0.068965517
4,0,9,0,2013-09-18 12:48:22+00:00,4525,0,0,0,User,1.609437912,4,2.8,9,0.001988511,9,8.417593826,0.671779141,0,1,1,2,33,75.75834444,0.4
152,19,20,0,2013-11-06 20:03:18+00:00,4475,25,0,0,User,5.030437921,7.6,112.1,20,0.004468275,20,8.406485069,1.508264463,1,0,0,1,182,168.1297014,7.238095238
174,4,9,0,2012-02-22 13:55:43+00:00,5099,0,0,0,User,5.164785974,34.8,123,9,0.001764706,9,8.536995819,0.601207906,0,1,0,1,193,76.83296237,17.4
307,11,76,5,2012-02-20 11:31:23+00:00,5101,66,0,0,User,5.730099783,25.58333333,218.2,81,0.015876127,12.66666667,8.537387899,5.075009147,1,1,1,3,413,648.8414803,3.987012987
1,0,3,0,2017-02-20 14:19:23+00:00,3274,0,0,0,User,0.693147181,1,0.7,3,0.000916031,3,8.094073148,0.300906843,0,0,0,0,4,24.28221944,0.25
0,0,2,0,2017-11-16 21:58:40+00:00,3004,0,0,0,User,0,0,0,2,0.000665557,2,8.008032847,0.216681508,0,0,0,0,2,16.01606569,0
0,0,1,0,2016-10-18 16:27:03+00:00,3398,0,0,0,User,0,0,0,1,0.000294204,1,8.13123655,0.096997077,0,0,0,0,1,8.13123655,0
2,1,2,0,2020-10-20 12:42:36+00:00,1936,0,0,0,User,1.098612289,1,1.7,2,0.001032525,2,7.568895663,0.317253368,0,0,0,0,4,15.13779133,0.666666667
2,0,5,0,2017-08-22 11:31:02+00:00,3091,0,0,0,User,1.098612289,2,1.4,5,0.001617076,5,8.03657341,0.52806713,0,0,0,0,7,40.18286705,0.333333333
1,1,0,0,2020-12-18 20:49:35+00:00,1876,0,0,0,User,0.693147181,0.5,1,0,0,0,7.537430037,0,0,0,0,0,1,0,1
158,73,90,8,2011-02-24 05:00:02+00:00,5462,16,0,0,User,5.068904202,2.135135135,132.5,98,0.017938861,10,8.605753368,5.637549339,1,1,0,2,268,774.5178032,1.736263736
62,23,120,9,2011-06-19 13:25:56+00:00,5347,59,0,0,User,4.143134726,2.583333333,50.3,129,0.024121167,12,8.584477938,7.668067227,1,0,1,2,202,1030.137353,0.512396694
12,4,5,4,2012-05-08 17:43:52+00:00,5022,0,0,0,User,2.564949357,2.4,9.6,9,0.001791758,1,8.521782644,0.338778541,0,1,1,2,37,42.60891322,2
115,14,76,15,2009-12-08 10:50:48+00:00,5905,0,1,0,User,4.753590191,7.666666667,84.7,91,0.01540806,4.75,8.683724062,4.424242424,0,0,1,2,211,659.9630287,1.493506494
17,16,3,0,2011-05-05 06:19:55+00:00,5392,0,1,0,User,2.890371758,1,16.7,3,0.000556277,3,8.592857095,0.190203231,0,0,1,2,40,25.77857129,4.25
42,1,28,6,2010-07-30 05:03:28+00:00,5671,17,0,0,User,3.761200116,21,29.7,34,0.005994358,4,8.643297068,1.693174288,1,1,1,3,100,242.0123179,1.448275862
152,47,42,19,2008-04-27 14:25:47+00:00,6495,0,0,0,User,5.030437921,3.166666667,120.5,61,0.009390394,2.1,8.778941882,2.234693878,0,0,1,1,204,368.715559,3.534883721
2,0,1,0,2013-01-07 02:26:19+00:00,4779,0,0,0,User,1.098612289,2,1.4,1,0.000209205,1,8.472195825,0.070956454,0,0,0,0,3,8.472195825,1
42,5,19,1,2009-10-24 07:51:57+00:00,5950,0,0,0,User,3.761200116,7,30.9,20,0.00336078,9.5,8.691314552,1.098178939,0,1,1,2,81,165.1349765,2.1
229,50,24,60,2008-09-15 03:01:11+00:00,6354,70,0,0,User,5.438079309,4.490196078,175.3,84,0.013217939,0.393442623,8.756997184,1.303765441,1,1,1,3,283,210.1679324,9.16
56,23,16,12,2008-11-12 01:06:02+00:00,6296,0,1,0,User,4.043051268,2.333333333,46.1,28,0.004446562,1.230769231,8.747828608,0.876745233,0,1,1,3,102,139.9652577,3.294117647
372,92,288,92,2009-05-04 04:35:28+00:00,6123,23,0,0,User,5.92157842,4,288,380,0.062050947,3.096774194,8.719970757,16.20221948,1,0,1,2,680,2511.351578,1.287197232
44,24,43,8,2009-04-18 15:24:24+00:00,6139,37,1,0,User,3.80666249,1.76,38,51,0.008306189,4.777777778,8.722580021,2.413130381,1,1,1,4,127,375.0709409,1
30,9,40,2,2011-04-07 18:31:32+00:00,5419,0,0,0,User,3.433987204,3,23.7,42,0.007749077,13.33333333,8.597851094,2.524204703,0,1,1,2,90,343.9140438,0.731707317
371,0,11,0,2012-09-15 17:17:50+00:00,4892,86,0,0,User,5.918893854,371,259.7,11,0.00224811,11,8.495560891,0.76374358,1,1,1,3,412,93.4511698,30.91666667
33,0,22,0,2018-05-18 23:35:31+00:00,2821,0,0,0,User,3.526360525,33,23.1,22,0.007795889,22,7.945201132,2.520401758,0,0,0,0,55,174.7944249,1.434782609
1057,9,215,38,2008-10-04 23:02:47+00:00,6334,0,0,0,User,6.964135612,105.7,742.6,253,0.039936859,5.512820513,8.753845093,11.71443499,0,1,0,1,1282,1882.076695,4.893518519
702,37,164,27,2013-01-26 03:36:22+00:00,4760,0,0,0,User,6.555356892,18.47368421,502.5,191,0.040117622,5.857142857,8.468213009,11.68,0,0,1,1,876,1388.786934,4.254545455
713,14,733,68,2010-02-08 20:44:31+00:00,5842,146,0,0,User,6.570882962,47.53333333,503.3,801,0.137087113,10.62318841,8.672999643,43.10375383,1,1,1,3,1476,6357.308738,0.971389646
417,24,69,96,2012-10-19 18:03:15+00:00,4858,0,0,0,User,6.035481433,16.68,299.1,165,0.033957604,0.711340206,8.488587934,4.821941413,0,1,1,2,506,585.7125675,5.957142857
19,0,117,1,2014-10-27 04:30:28+00:00,4121,0,0,0,User,2.995732274,19,13.3,118,0.02862688,58.5,8.324093761,9.519616585,0,0,0,0,136,973.9189701,0.161016949
1549,0,171,94,2009-02-24 08:06:12+00:00,6192,158,0,0,User,7.34601021,1549,1084.3,265,0.042790247,1.8,8.731174901,9.518834833,1,1,1,3,1750,1493.030908,9.005813953
115,41,77,47,2013-06-18 02:42:35+00:00,4617,0,0,0,User,4.753590191,2.738095238,92.8,124,0.026851451,1.604166667,8.43771699,5.641308711,0,0,0,0,192,649.7042082,1.474358974
10,10,35,4,2011-11-04 17:16:36+00:00,5208,0,0,0,User,2.397895273,0.909090909,10,39,0.007487042,7,8.558143178,2.292302171,0,0,0,0,45,299.5350112,0.277777778
154,44,87,14,2009-08-06 22:38:41+00:00,6028,0,0,0,User,5.043425117,3.422222222,121,101,0.016752364,5.8,8.704336438,4.967151572,0,1,1,2,261,757.2772701,1.75
39,47,50,19,2012-10-12 18:15:48+00:00,4865,150,1,0,User,3.688879454,0.8125,41.4,69,0.014180025,2.5,8.490027523,3.489483748,1,0,1,3,119,424.5013762,0.764705882
27,41,54,12,2010-03-04 12:25:20+00:00,5819,0,0,0,User,3.33220451,0.642857143,31.2,66,0.011340206,4.153846154,8.669055541,3.187257439,0,1,1,2,101,468.1289992,0.490909091
1184,103,262,68,2011-09-23 18:27:03+00:00,5250,26,0,0,User,7.077498054,11.38461538,859.7,330,0.062845172,3.797101449,8.566173814,17.03116652,1,1,1,3,1476,2244.337539,4.501901141
1401,32,592,103,2010-07-18 14:33:12+00:00,5683,137,0,0,User,7.245655068,42.45454545,990.3,695,0.122273047,5.692307692,8.645410489,35.72751323,1,1,1,3,2023,5118.08301,2.362563238
229,83,76,12,2017-04-06 01:29:49+00:00,3229,0,0,0,User,5.438079309,2.726190476,185.2,88,0.027244582,5.846153846,8.080237416,7.718419588,0,0,1,1,315,614.0980436,2.974025974
6,1,30,1,2016-05-23 18:52:57+00:00,3546,0,0,0,User,1.945910149,3,4.5,31,0.00873978,15,8.173857455,2.799795449,0,0,0,0,36,245.2157236,0.193548387
11,1,11,0,2024-02-27 20:42:58+00:00,710,0,0,0,User,2.48490665,5.5,8,11,0.015471167,11,6.56667243,3.734883721,0,0,0,0,22,72.23339673,0.916666667
74,133,23,0,2023-05-25 17:06:03+00:00,988,19,0,0,User,4.317488114,0.552238806,91.7,23,0.023255814,23,6.896694332,6.204730229,1,1,1,3,127,158.6239696,3.083333333
62,9,76,9,2011-06-17 07:00:59+00:00,5349,0,0,0,User,4.143134726,6.2,46.1,85,0.01588785,7.6,8.58485184,4.854742737,0,0,0,0,138,652.4487398,0.805194805
102,11,66,8,2012-12-15 05:35:19+00:00,4802,0,0,0,User,4.634728988,8.5,74.7,74,0.015407037,7.333333333,8.476996002,4.662279853,0,0,0,0,168,559.4817361,1.52238806
36,8,12,0,2014-12-20 13:56:02+00:00,4067,0,1,0,User,3.610917913,4,27.6,12,0.002949853,12,8.310906757,0.988267148,0,0,0,1,58,99.73088109,2.769230769
95,20,76,20,2010-08-18 16:54:00+00:00,5651,71,1,0,User,4.564348191,4.523809524,72.5,96,0.016985138,3.619047619,8.639764744,4.611037234,1,1,1,4,211,656.6221205,1.233766234
33,15,9,1,2016-03-26 23:13:28+00:00,3604,14,0,0,User,3.526360525,2.0625,27.6,10,0.002773925,4.5,8.19007705,0.827664399,1,0,1,2,62,73.71069345,3.3
1,1,4,0,2020-05-19 20:29:26+00:00,2089,11,0,0,User,0.693147181,0.5,1,4,0.001913876,4,7.644919345,0.594947025,1,1,1,3,35,30.57967738,0.2
3,0,17,0,2015-05-05 17:41:28+00:00,3930,0,0,0,User,1.386294361,3,2.1,17,0.004324599,17,8.276649125,1.444703143,0,0,1,1,30,140.7030351,0.166666667
2,1,1,0,2013-02-27 05:04:32+00:00,4728,0,0,0,User,1.098612289,1,1.7,1,0.000211461,1,8.461469043,0.071666994,0,0,0,0,3,8.461469043,1
7160,3,63,91,2010-07-28 13:53:32+00:00,5673,38,0,0,User,8.876404915,1790,5012.9,154,0.027141346,0.684782609,8.643649615,3.808380258,1,1,1,3,7253,544.5499258,111.875
5,0,0,0,2015-12-01 20:25:41+00:00,3720,28,0,0,User,1.791759469,5,3.5,0,0,0,8.221747728,0,1,0,1,2,25,0,5
33,14,11,0,2011-10-24 20:25:52+00:00,5219,119,0,0,User,3.526360525,2.2,27.3,11,0.00210728,11,8.560252681,0.719018625,1,1,1,3,74,94.16277949,2.75
21,0,34,0,2013-06-06 19:26:12+00:00,4628,0,0,0,User,3.091042453,21,14.7,34,0.007344999,34,8.440096141,2.485479672,0,1,0,1,65,286.9632688,0.6
52,9,17,3,2014-03-06 19:29:53+00:00,4355,0,1,0,User,3.970291914,5.2,39.1,20,0.004591368,4.25,8.379309484,1.314618644,0,0,1,2,89,142.4482612,2.888888889
990,2,288,79,2008-07-28 13:57:30+00:00,6403,23,0,0,User,6.898714534,330,693.6,367,0.057307933,3.6,8.764678074,15.53191489,1,1,1,3,1308,2524.227285,3.425605536
13,0,41,0,2021-07-08 17:03:21+00:00,1674,0,0,0,User,2.63905733,13,9.1,41,0.024477612,41,7.423568444,7.33938205,0,0,0,0,54,304.3663062,0.30952381
56,93,55,0,2013-03-05 10:34:24+00:00,4722,0,0,0,User,4.043051268,0.595744681,67.1,55,0.011645141,55,8.46019947,3.946333792,0,0,1,1,121,465.3109708,1
40,6,98,0,2012-03-05 06:43:41+00:00,5087,0,0,0,User,3.713572067,5.714285714,29.8,98,0.019261006,98,8.534640105,6.560895084,0,1,0,1,148,836.3947303,0.404040404
207,15,1746,0,2019-02-22 00:36:27+00:00,2542,0,0,0,User,5.33753808,12.9375,149.4,1746,0.686590641,1746,7.841099765,219.2260062,0,1,1,2,1973,13690.56019,0.118488838
263,171,36,4,2015-09-03 00:13:30+00:00,3810,59,0,0,User,5.575949103,1.529069767,235.4,40,0.010495933,7.2,8.245646901,3.147305389,1,1,1,3,329,296.8432884,7.108108108
30,24,10,0,2014-10-18 08:43:14+00:00,4130,0,0,0,User,3.433987204,1.2,28.2,10,0.002420721,10,8.326274787,0.812013348,0,1,1,2,60,83.26274787,2.727272727
46,0,15,0,2014-09-04 06:35:25+00:00,4174,0,0,0,User,3.850147602,46,32.2,15,0.003592814,15,8.336869637,1.206212822,0,1,1,2,81,125.0530446,2.875
55,122,116,13,2018-09-27 10:05:02+00:00,2690,101,1,0,User,4.025351691,0.447154472,75.1,129,0.04793757,8.285714286,7.897668151,13.85924714,1,1,1,4,211,916.1295055,0.47008547
153,1,61,8,2010-12-14 00:27:11+00:00,5534,0,0,0,User,5.036952602,76.5,107.4,69,0.012466125,6.777777778,8.618846845,3.774368537,0,1,1,2,234,525.7496576,2.467741935
121,1,15,3,2009-02-01 15:11:02+00:00,6215,0,0,0,User,4.804021045,60.5,85,18,0.002895753,3.75,8.734881892,0.832066869,0,1,1,2,156,131.0232284,7.5625
78,19,123,0,2008-07-04 08:57:03+00:00,6427,0,0,0,User,4.369447852,3.9,60.3,123,0.019135034,123,8.768418727,6.609982332,0,0,0,0,201,1078.515503,0.629032258
84,9,65,9,2010-10-29 16:37:11+00:00,5579,0,1,0,User,4.442651256,8.4,61.5,74,0.013261649,6.5,8.626944055,3.991419919,0,0,0,1,159,560.7513636,1.272727273
19,14,63,7,2008-03-25 20:11:30+00:00,6527,0,0,0,User,2.995732274,1.266666667,17.5,70,0.010723039,7.875,8.783855897,3.336477075,0,0,0,0,82,553.3829215,0.296875
102,0,47,6,2011-01-31 21:48:15+00:00,5485,0,0,0,User,4.634728988,102,71.4,53,0.009660955,6.714285714,8.609954671,2.932478632,0,1,0,1,159,404.6678696,2.125
15,0,8,0,2010-12-04 02:05:55+00:00,5544,0,0,0,User,2.772588722,15,10.5,8,0.001442741,8,8.6206519,0.494161449,0,0,0,0,23,68.9652152,1.666666667
102,19,90,5,2010-08-09 12:18:49+00:00,5661,143,1,0,User,4.634728988,5.1,77.1,95,0.016778523,15,8.641532466,5.451377365,1,0,1,3,222,777.7379219,1.120879121
1,0,1,0,2011-04-27 09:23:49+00:00,5400,0,0,0,User,0.693147181,1,0.7,1,0.000185151,1,8.594339401,0.063313096,0,0,0,0,2,8.594339401,0.5
6,0,4,0,2012-04-20 20:45:19+00:00,5040,0,0,0,User,1.945910149,6,4.2,4,0.000793493,4,8.525359754,0.270120259,0,0,1,1,20,34.10143902,1.2
17,13,34,4,2011-02-03 09:07:51+00:00,5483,0,1,0,User,2.890371758,1.214285714,15.8,38,0.006929249,6.8,8.609590041,2.122093023,0,1,1,3,81,292.7260614,0.485714286
0,0,1,0,2012-04-28 18:58:48+00:00,5032,0,0,0,User,0,0,0,1,0.000198689,1,8.523771507,0.067630165,0,0,0,0,1,8.523771507,0
24,6,83,24,2008-10-21 18:36:27+00:00,6317,23,1,0,User,3.218875825,3.428571429,18.6,107,0.016935739,3.32,8.751157981,4.533822209,1,1,1,4,147,726.3461125,0.285714286
221,60,171,29211,2011-02-16 10:00:29+00:00,5470,92,0,0,User,5.402677382,3.62295082,172.7,29382,5.370498995,0.005853759,8.607216694,10.6966581,1,1,1,3,422,1471.834055,1.284883721
54,83,124,798,2012-03-13 08:13:58+00:00,5079,56,1,0,User,4.007333185,0.642857143,62.7,922,0.181496063,0.155193992,8.533066541,8.313739897,1,1,1,4,218,1058.100251,0.432
51,38,152,17,2010-02-04 12:44:01+00:00,5847,0,0,0,User,3.951243719,1.307692308,47.1,169,0.028898769,8.444444444,8.673855001,8.931101095,0,1,1,2,223,1318.42596,0.333333333
13,0,13,16,2012-07-17 14:34:52+00:00,4953,120,0,0,User,2.63905733,13,9.1,29,0.005853855,0.764705882,8.50795061,0.892252727,1,0,0,1,36,110.6033579,0.928571429
15,0,113,0,2012-03-08 20:12:19+00:00,5083,0,0,0,User,2.772588722,15,10.5,113,0.022226593,113,8.533853632,7.570668135,0,1,1,2,148,964.3254605,0.131578947
48,7,65,0,2017-09-14 13:01:24+00:00,3068,33,0,0,User,3.891820298,6,35.7,65,0.021179537,65,8.029107055,6.910865133,1,1,0,2,133,521.8919586,0.727272727
66,8,93,9,2008-04-03 18:29:27+00:00,6518,27,0,0,User,4.204692619,7.333333333,48.6,102,0.015646572,9.3,8.782476269,4.931715822,1,1,1,3,189,816.770293,0.70212766
